gene;sample;mutated;label;year
DHA;121;0;β-lactamases;2011
FOX;121;0;β-lactamases;2011
GES;121;0;β-lactamases;2011
IMP;121;0;β-lactamases;2011
LAP;121;0;β-lactamases;2011
OXA;121;0;β-lactamases;2011
PSE;121;0;β-lactamases;2011
SHV;121;0;β-lactamases;2011
TEM;121;1;β-lactamases;2011
VEB;121;0;β-lactamases;2011
umuC/D;121;0;features;2011
Plasmid-segregation;121;0;features;2011
Toxin-antitoxin;121;0;features;2011
psiA/B;121;0;features;2011
Mercuric Res.;121;0;features;2011
Copper Res.;121;0;features;2011
Arsenic Res.;121;0;features;2011
IncA/C;121;0;Inc-group;2011
IncA/C2;121;0;Inc-group;2011
IncFIA;121;0;Inc-group;2011
IncFIB;121;0;Inc-group;2011
IncFIC;121;0;Inc-group;2011
IncFII;121;0;Inc-group;2011
IncHI1A;121;0;Inc-group;2011
IncHI1B;121;0;Inc-group;2011
IncHI2;121;0;Inc-group;2011
IncHI2A;121;0;Inc-group;2011
IncI2;121;0;Inc-group;2011
IncL/M;121;0;Inc-group;2011
IncN;121;0;Inc-group;2011
IncN2;121;0;Inc-group;2011
IncN3;121;0;Inc-group;2011
IncP;121;0;Inc-group;2011
IncQ1;121;0;Inc-group;2011
IncQ2;121;0;Inc-group;2011
IncU;121;0;Inc-group;2011
IncX3;121;0;Inc-group;2011
IncY;121;0;Inc-group;2011
Acinetobacter;121;0;Organism;2011
Aeromonas;121;0;Organism;2011
Citrobacter;121;0;Organism;2011
Enterbacter;121;0;Organism;2011
Enterobacter;121;4;Organism;2011
Enterobacteriaceae;121;0;Organism;2011
Escherichia;121;4;Organism;2011
Klebsiella;121;4;Organism;2011
Leclercia;121;0;Organism;2011
Morganella;121;0;Organism;2011
Pantoea;121;0;Organism;2011
Proteus;121;0;Organism;2011
Pseudomonas;121;0;Organism;2011
Raoultella;121;0;Organism;2011
Salmonella;121;0;Organism;2011
Serratia;121;0;Organism;2011
Resolvase found;121;5;Transpos.;2011
Tn4401;;0;Transpos.;2011
Tn4401 fragmented;;5;Transpos.;2011
CMY;44;0;β-lactamases;2013
CTX-M;44;0;β-lactamases;2013
DHA;44;0;β-lactamases;2013
FOX;44;0;β-lactamases;2013
GES;44;0;β-lactamases;2013
IMP;44;0;β-lactamases;2013
LAP;44;0;β-lactamases;2013
OXA;44;0;β-lactamases;2013
PSE;44;0;β-lactamases;2013
SHV;44;0;β-lactamases;2013
TEM;44;0;β-lactamases;2013
VEB;44;0;β-lactamases;2013
umuC/D;44;0;features;2013
Plasmid-segregation;44;0;features;2013
Toxin-antitoxin;44;2;features;2013
psiA/B;44;2;features;2013
Mercuric Res.;44;0;features;2013
Copper Res.;44;0;features;2013
Arsenic Res.;44;0;features;2013
IncA/C;44;0;Inc-group;2013
IncA/C2;44;0;Inc-group;2013
IncFIA;44;3;Inc-group;2013
IncFIB;44;0;Inc-group;2013
IncFIC;44;0;Inc-group;2013
IncFII;44;0;Inc-group;2013
IncHI1A;44;0;Inc-group;2013
IncHI1B;44;0;Inc-group;2013
IncHI2;44;0;Inc-group;2013
IncHI2A;44;0;Inc-group;2013
IncI2;44;0;Inc-group;2013
IncL/M;44;0;Inc-group;2013
IncN;44;0;Inc-group;2013
IncN2;44;0;Inc-group;2013
IncN3;44;0;Inc-group;2013
IncP;44;0;Inc-group;2013
IncQ1;44;0;Inc-group;2013
IncQ2;44;0;Inc-group;2013
IncU;44;0;Inc-group;2013
IncX3;44;0;Inc-group;2013
IncY;44;0;Inc-group;2013
Acinetobacter;44;0;Organism;2013
Aeromonas;44;0;Organism;2013
Citrobacter;44;0;Organism;2013
Enterbacter;44;0;Organism;2013
Enterobacter;44;0;Organism;2013
Enterobacteriaceae;44;0;Organism;2013
Escherichia;44;4;Organism;2013
Klebsiella;44;0;Organism;2013
Leclercia;44;0;Organism;2013
Morganella;44;0;Organism;2013
Pantoea;44;0;Organism;2013
Proteus;44;0;Organism;2013
Pseudomonas;44;0;Organism;2013
Raoultella;44;0;Organism;2013
Salmonella;44;0;Organism;2013
Serratia;44;0;Organism;2013
Resolvase found;44;5;Transpos.;2013
Tn4401;;5;Transpos.;2013
Tn4401 fragmented;;0;Transpos.;2013
CMY;114;0;β-lactamases;2013
CTX-M;114;0;β-lactamases;2013
DHA;114;0;β-lactamases;2013
FOX;114;0;β-lactamases;2013
GES;114;0;β-lactamases;2013
IMP;114;0;β-lactamases;2013
LAP;114;0;β-lactamases;2013
OXA;114;0;β-lactamases;2013
PSE;114;0;β-lactamases;2013
SHV;114;0;β-lactamases;2013
TEM;114;1;β-lactamases;2013
VEB;114;0;β-lactamases;2013
umuC/D;114;2;features;2013
Plasmid-segregation;114;0;features;2013
Toxin-antitoxin;114;0;features;2013
psiA/B;114;0;features;2013
Mercuric Res.;114;0;features;2013
Copper Res.;114;0;features;2013
Arsenic Res.;114;0;features;2013
IncA/C;114;0;Inc-group;2013
IncA/C2;114;0;Inc-group;2013
IncFIA;114;0;Inc-group;2013
IncFIB;114;0;Inc-group;2013
IncFIC;114;0;Inc-group;2013
IncFII;114;0;Inc-group;2013
IncHI1A;114;0;Inc-group;2013
IncHI1B;114;0;Inc-group;2013
IncHI2;114;0;Inc-group;2013
IncHI2A;114;0;Inc-group;2013
IncI2;114;0;Inc-group;2013
IncL/M;114;0;Inc-group;2013
IncN;114;3;Inc-group;2013
IncN2;114;0;Inc-group;2013
IncN3;114;0;Inc-group;2013
IncP;114;0;Inc-group;2013
IncQ1;114;0;Inc-group;2013
IncQ2;114;0;Inc-group;2013
IncU;114;0;Inc-group;2013
IncX3;114;0;Inc-group;2013
IncY;114;0;Inc-group;2013
Acinetobacter;114;0;Organism;2013
Aeromonas;114;0;Organism;2013
Citrobacter;114;0;Organism;2013
Enterbacter;114;0;Organism;2013
Enterobacter;114;0;Organism;2013
Enterobacteriaceae;114;0;Organism;2013
Escherichia;114;4;Organism;2013
Klebsiella;114;0;Organism;2013
Leclercia;114;0;Organism;2013
Morganella;114;0;Organism;2013
Pantoea;114;0;Organism;2013
Proteus;114;0;Organism;2013
Pseudomonas;114;0;Organism;2013
Raoultella;114;0;Organism;2013
Salmonella;114;0;Organism;2013
Serratia;114;0;Organism;2013
Resolvase found;114;5;Transpos.;2013
Tn4401;;0;Transpos.;2013
Tn4401 fragmented;;0;Transpos.;2013
CMY;81;0;β-lactamases;1997
CTX-M;81;0;β-lactamases;1997
DHA;81;0;β-lactamases;1997
FOX;81;0;β-lactamases;1997
GES;81;0;β-lactamases;1997
IMP;81;0;β-lactamases;1997
LAP;81;0;β-lactamases;1997
OXA;81;1;β-lactamases;1997
PSE;81;0;β-lactamases;1997
SHV;81;0;β-lactamases;1997
TEM;81;1;β-lactamases;1997
VEB;81;0;β-lactamases;1997
umuC/D;81;2;features;1997
Plasmid-segregation;81;0;features;1997
Toxin-antitoxin;81;0;features;1997
psiA/B;81;0;features;1997
Mercuric Res.;81;0;features;1997
Copper Res.;81;0;features;1997
Arsenic Res.;81;0;features;1997
IncA/C;81;0;Inc-group;1997
IncA/C2;81;0;Inc-group;1997
IncFIA;81;0;Inc-group;1997
IncFIB;81;0;Inc-group;1997
IncFIC;81;0;Inc-group;1997
IncFII;81;0;Inc-group;1997
IncHI1A;81;0;Inc-group;1997
IncHI1B;81;0;Inc-group;1997
IncHI2;81;0;Inc-group;1997
IncHI2A;81;0;Inc-group;1997
IncI2;81;0;Inc-group;1997
IncL/M;81;0;Inc-group;1997
IncN;81;3;Inc-group;1997
IncN2;81;0;Inc-group;1997
IncN3;81;0;Inc-group;1997
IncP;81;0;Inc-group;1997
IncQ1;81;0;Inc-group;1997
IncQ2;81;0;Inc-group;1997
IncU;81;0;Inc-group;1997
IncX3;81;0;Inc-group;1997
IncY;81;0;Inc-group;1997
Acinetobacter;81;0;Organism;1997
Aeromonas;81;0;Organism;1997
Citrobacter;81;0;Organism;1997
Enterbacter;81;0;Organism;1997
Enterobacter;81;4;Organism;1997
Enterobacteriaceae;81;0;Organism;1997
Escherichia;81;4;Organism;1997
Klebsiella;81;4;Organism;1997
Leclercia;81;0;Organism;1997
Morganella;81;0;Organism;1997
Pantoea;81;4;Organism;1997
Proteus;81;0;Organism;1997
Pseudomonas;81;0;Organism;1997
Raoultella;81;0;Organism;1997
Salmonella;81;0;Organism;1997
Serratia;81;0;Organism;1997
Resolvase found;81;5;Transpos.;1997
Tn4401;;0;Transpos.;1997
Tn4401 fragmented;;5;Transpos.;1997
CMY;68;0;β-lactamases;2017
CTX-M;68;0;β-lactamases;2017
DHA;68;0;β-lactamases;2017
FOX;68;0;β-lactamases;2017
GES;68;0;β-lactamases;2017
IMP;68;0;β-lactamases;2017
LAP;68;0;β-lactamases;2017
OXA;68;0;β-lactamases;2017
PSE;68;0;β-lactamases;2017
SHV;68;0;β-lactamases;2017
TEM;68;0;β-lactamases;2017
VEB;68;0;β-lactamases;2017
umuC/D;68;2;features;2017
Plasmid-segregation;68;0;features;2017
Toxin-antitoxin;68;0;features;2017
psiA/B;68;2;features;2017
Mercuric Res.;68;0;features;2017
Copper Res.;68;0;features;2017
Arsenic Res.;68;0;features;2017
IncA/C;68;0;Inc-group;2017
IncA/C2;68;0;Inc-group;2017
IncFIA;68;0;Inc-group;2017
IncFIB;68;0;Inc-group;2017
IncFIC;68;0;Inc-group;2017
IncFII;68;0;Inc-group;2017
IncHI1A;68;0;Inc-group;2017
IncHI1B;68;0;Inc-group;2017
IncHI2;68;0;Inc-group;2017
IncHI2A;68;0;Inc-group;2017
IncI2;68;0;Inc-group;2017
IncL/M;68;0;Inc-group;2017
IncN;68;0;Inc-group;2017
IncN2;68;0;Inc-group;2017
IncN3;68;0;Inc-group;2017
IncP;68;0;Inc-group;2017
IncQ1;68;0;Inc-group;2017
IncQ2;68;0;Inc-group;2017
IncU;68;0;Inc-group;2017
IncX3;68;0;Inc-group;2017
IncY;68;0;Inc-group;2017
Acinetobacter;68;0;Organism;2017
Aeromonas;68;0;Organism;2017
Citrobacter;68;0;Organism;2017
Enterbacter;68;0;Organism;2017
Enterobacter;68;0;Organism;2017
Enterobacteriaceae;68;0;Organism;2017
Escherichia;68;0;Organism;2017
Klebsiella;68;4;Organism;2017
Leclercia;68;0;Organism;2017
Morganella;68;0;Organism;2017
Pantoea;68;0;Organism;2017
Proteus;68;0;Organism;2017
Pseudomonas;68;0;Organism;2017
Raoultella;68;0;Organism;2017
Salmonella;68;0;Organism;2017
Serratia;68;0;Organism;2017
Resolvase found;68;5;Transpos.;2017
Tn4401;;5;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;69;0;β-lactamases;2010
CTX-M;69;0;β-lactamases;2010
DHA;69;0;β-lactamases;2010
FOX;69;0;β-lactamases;2010
GES;69;0;β-lactamases;2010
IMP;69;0;β-lactamases;2010
LAP;69;0;β-lactamases;2010
OXA;69;0;β-lactamases;2010
PSE;69;0;β-lactamases;2010
SHV;69;0;β-lactamases;2010
TEM;69;0;β-lactamases;2010
VEB;69;0;β-lactamases;2010
umuC/D;69;2;features;2010
Plasmid-segregation;69;2;features;2010
Toxin-antitoxin;69;2;features;2010
psiA/B;69;2;features;2010
Mercuric Res.;69;2;features;2010
Copper Res.;69;0;features;2010
Arsenic Res.;69;0;features;2010
IncA/C;69;0;Inc-group;2010
IncA/C2;69;0;Inc-group;2010
IncFIA;69;0;Inc-group;2010
IncFIB;69;0;Inc-group;2010
IncFIC;69;0;Inc-group;2010
IncFII;69;0;Inc-group;2010
IncHI1A;69;0;Inc-group;2010
IncHI1B;69;0;Inc-group;2010
IncHI2;69;0;Inc-group;2010
IncHI2A;69;0;Inc-group;2010
IncI2;69;0;Inc-group;2010
IncL/M;69;0;Inc-group;2010
IncN;69;0;Inc-group;2010
IncN2;69;0;Inc-group;2010
IncN3;69;0;Inc-group;2010
IncP;69;0;Inc-group;2010
IncQ1;69;0;Inc-group;2010
IncQ2;69;0;Inc-group;2010
IncU;69;0;Inc-group;2010
IncX3;69;0;Inc-group;2010
IncY;69;0;Inc-group;2010
Acinetobacter;69;0;Organism;2010
Aeromonas;69;0;Organism;2010
Citrobacter;69;0;Organism;2010
Enterbacter;69;0;Organism;2010
Enterobacter;69;0;Organism;2010
Enterobacteriaceae;69;0;Organism;2010
Escherichia;69;4;Organism;2010
Klebsiella;69;4;Organism;2010
Leclercia;69;0;Organism;2010
Morganella;69;0;Organism;2010
Pantoea;69;0;Organism;2010
Proteus;69;0;Organism;2010
Pseudomonas;69;0;Organism;2010
Raoultella;69;0;Organism;2010
Salmonella;69;0;Organism;2010
Serratia;69;0;Organism;2010
Resolvase found;69;5;Transpos.;2010
Tn4401;;0;Transpos.;2010
Tn4401 fragmented;;0;Transpos.;2010
CMY;144;0;β-lactamases;2017
CTX-M;144;0;β-lactamases;2017
DHA;144;0;β-lactamases;2017
FOX;144;0;β-lactamases;2017
GES;144;0;β-lactamases;2017
IMP;144;0;β-lactamases;2017
LAP;144;0;β-lactamases;2017
OXA;144;0;β-lactamases;2017
PSE;144;0;β-lactamases;2017
SHV;144;0;β-lactamases;2017
TEM;144;0;β-lactamases;2017
VEB;144;0;β-lactamases;2017
umuC/D;144;0;features;2017
Plasmid-segregation;144;0;features;2017
Toxin-antitoxin;144;0;features;2017
psiA/B;144;0;features;2017
Mercuric Res.;144;0;features;2017
Copper Res.;144;0;features;2017
Arsenic Res.;144;0;features;2017
IncA/C;144;0;Inc-group;2017
IncA/C2;144;0;Inc-group;2017
IncFIA;144;0;Inc-group;2017
IncFIB;144;0;Inc-group;2017
IncFIC;144;0;Inc-group;2017
IncFII;144;0;Inc-group;2017
IncHI1A;144;0;Inc-group;2017
IncHI1B;144;0;Inc-group;2017
IncHI2;144;0;Inc-group;2017
IncHI2A;144;0;Inc-group;2017
IncI2;144;0;Inc-group;2017
IncL/M;144;0;Inc-group;2017
IncN;144;0;Inc-group;2017
IncN2;144;0;Inc-group;2017
IncN3;144;0;Inc-group;2017
IncP;144;0;Inc-group;2017
IncQ1;144;0;Inc-group;2017
IncQ2;144;0;Inc-group;2017
IncU;144;0;Inc-group;2017
IncX3;144;0;Inc-group;2017
IncY;144;0;Inc-group;2017
Acinetobacter;144;0;Organism;2017
Aeromonas;144;0;Organism;2017
Citrobacter;144;0;Organism;2017
Enterbacter;144;0;Organism;2017
Enterobacter;144;0;Organism;2017
Enterobacteriaceae;144;0;Organism;2017
Escherichia;144;0;Organism;2017
Klebsiella;144;4;Organism;2017
Leclercia;144;0;Organism;2017
Morganella;144;0;Organism;2017
Pantoea;144;0;Organism;2017
Proteus;144;0;Organism;2017
Pseudomonas;144;0;Organism;2017
Raoultella;144;0;Organism;2017
Salmonella;144;0;Organism;2017
Serratia;144;0;Organism;2017
Resolvase found;144;5;Transpos.;2017
Tn4401;;5;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;12;0;β-lactamases;2017
CTX-M;12;0;β-lactamases;2017
DHA;12;0;β-lactamases;2017
FOX;12;0;β-lactamases;2017
GES;12;0;β-lactamases;2017
IMP;12;0;β-lactamases;2017
LAP;12;0;β-lactamases;2017
OXA;12;0;β-lactamases;2017
PSE;12;0;β-lactamases;2017
SHV;12;0;β-lactamases;2017
TEM;12;0;β-lactamases;2017
VEB;12;0;β-lactamases;2017
umuC/D;12;0;features;2017
Plasmid-segregation;12;0;features;2017
Toxin-antitoxin;12;2;features;2017
psiA/B;12;0;features;2017
Mercuric Res.;12;2;features;2017
Copper Res.;12;0;features;2017
Arsenic Res.;12;2;features;2017
IncA/C;12;0;Inc-group;2017
IncA/C2;12;3;Inc-group;2017
IncFIA;12;0;Inc-group;2017
IncFIB;12;0;Inc-group;2017
IncFIC;12;0;Inc-group;2017
IncFII;12;0;Inc-group;2017
IncHI1A;12;0;Inc-group;2017
IncHI1B;12;0;Inc-group;2017
IncHI2;12;0;Inc-group;2017
IncHI2A;12;0;Inc-group;2017
IncI2;12;0;Inc-group;2017
IncL/M;12;0;Inc-group;2017
IncN;12;0;Inc-group;2017
IncN2;12;0;Inc-group;2017
IncN3;12;0;Inc-group;2017
IncP;12;0;Inc-group;2017
IncQ1;12;0;Inc-group;2017
IncQ2;12;0;Inc-group;2017
IncU;12;0;Inc-group;2017
IncX3;12;0;Inc-group;2017
IncY;12;0;Inc-group;2017
Acinetobacter;12;0;Organism;2017
Aeromonas;12;0;Organism;2017
Citrobacter;12;0;Organism;2017
Enterbacter;12;0;Organism;2017
Enterobacter;12;0;Organism;2017
Enterobacteriaceae;12;0;Organism;2017
Escherichia;12;0;Organism;2017
Klebsiella;12;0;Organism;2017
Leclercia;12;0;Organism;2017
Morganella;12;0;Organism;2017
Pantoea;12;0;Organism;2017
Proteus;12;4;Organism;2017
Pseudomonas;12;0;Organism;2017
Raoultella;12;0;Organism;2017
Salmonella;12;0;Organism;2017
Serratia;12;0;Organism;2017
Resolvase found;12;5;Transpos.;2017
Tn4401;;0;Transpos.;2017
Tn4401 fragmented;;5;Transpos.;2017
CMY;13;0;β-lactamases;2014
CTX-M;13;0;β-lactamases;2014
DHA;13;0;β-lactamases;2014
FOX;13;0;β-lactamases;2014
GES;13;0;β-lactamases;2014
IMP;13;0;β-lactamases;2014
LAP;13;0;β-lactamases;2014
OXA;13;0;β-lactamases;2014
PSE;13;0;β-lactamases;2014
SHV;13;0;β-lactamases;2014
TEM;13;1;β-lactamases;2014
VEB;13;0;β-lactamases;2014
umuC/D;13;0;features;2014
Plasmid-segregation;13;0;features;2014
Toxin-antitoxin;13;2;features;2014
psiA/B;13;0;features;2014
Mercuric Res.;13;2;features;2014
Copper Res.;13;0;features;2014
Arsenic Res.;13;0;features;2014
IncA/C;13;0;Inc-group;2014
IncA/C2;13;3;Inc-group;2014
IncFIA;13;0;Inc-group;2014
IncFIB;13;0;Inc-group;2014
IncFIC;13;0;Inc-group;2014
IncFII;13;0;Inc-group;2014
IncHI1A;13;0;Inc-group;2014
IncHI1B;13;0;Inc-group;2014
IncHI2;13;0;Inc-group;2014
IncHI2A;13;0;Inc-group;2014
IncI2;13;0;Inc-group;2014
IncL/M;13;0;Inc-group;2014
IncN;13;0;Inc-group;2014
IncN2;13;0;Inc-group;2014
IncN3;13;0;Inc-group;2014
IncP;13;0;Inc-group;2014
IncQ1;13;0;Inc-group;2014
IncQ2;13;0;Inc-group;2014
IncU;13;0;Inc-group;2014
IncX3;13;0;Inc-group;2014
IncY;13;0;Inc-group;2014
Acinetobacter;13;0;Organism;2014
Aeromonas;13;0;Organism;2014
Citrobacter;13;0;Organism;2014
Enterbacter;13;0;Organism;2014
Enterobacter;13;0;Organism;2014
Enterobacteriaceae;13;0;Organism;2014
Escherichia;13;0;Organism;2014
Klebsiella;13;4;Organism;2014
Leclercia;13;0;Organism;2014
Morganella;13;0;Organism;2014
Pantoea;13;0;Organism;2014
Proteus;13;0;Organism;2014
Pseudomonas;13;0;Organism;2014
Raoultella;13;0;Organism;2014
Salmonella;13;0;Organism;2014
Serratia;13;0;Organism;2014
Resolvase found;13;5;Transpos.;2014
Tn4401;;0;Transpos.;2014
Tn4401 fragmented;;5;Transpos.;2014
CMY;17;0;β-lactamases;2017
CTX-M;17;0;β-lactamases;2017
DHA;17;0;β-lactamases;2017
FOX;17;0;β-lactamases;2017
GES;17;0;β-lactamases;2017
IMP;17;0;β-lactamases;2017
LAP;17;0;β-lactamases;2017
OXA;17;1;β-lactamases;2017
PSE;17;0;β-lactamases;2017
SHV;17;0;β-lactamases;2017
TEM;17;0;β-lactamases;2017
VEB;17;0;β-lactamases;2017
umuC/D;17;0;features;2017
Plasmid-segregation;17;0;features;2017
Toxin-antitoxin;17;2;features;2017
psiA/B;17;0;features;2017
Mercuric Res.;17;2;features;2017
Copper Res.;17;0;features;2017
Arsenic Res.;17;0;features;2017
IncA/C;17;0;Inc-group;2017
IncA/C2;17;3;Inc-group;2017
IncFIA;17;0;Inc-group;2017
IncFIB;17;0;Inc-group;2017
IncFIC;17;0;Inc-group;2017
IncFII;17;0;Inc-group;2017
IncHI1A;17;0;Inc-group;2017
IncHI1B;17;0;Inc-group;2017
IncHI2;17;0;Inc-group;2017
IncHI2A;17;0;Inc-group;2017
IncI2;17;0;Inc-group;2017
IncL/M;17;0;Inc-group;2017
IncN;17;0;Inc-group;2017
IncN2;17;0;Inc-group;2017
IncN3;17;0;Inc-group;2017
IncP;17;0;Inc-group;2017
IncQ1;17;0;Inc-group;2017
IncQ2;17;0;Inc-group;2017
IncU;17;0;Inc-group;2017
IncX3;17;0;Inc-group;2017
IncY;17;0;Inc-group;2017
Acinetobacter;17;0;Organism;2017
Aeromonas;17;0;Organism;2017
Citrobacter;17;0;Organism;2017
Enterbacter;17;0;Organism;2017
Enterobacter;17;0;Organism;2017
Enterobacteriaceae;17;0;Organism;2017
Escherichia;17;0;Organism;2017
Klebsiella;17;0;Organism;2017
Leclercia;17;0;Organism;2017
Morganella;17;0;Organism;2017
Pantoea;17;0;Organism;2017
Proteus;17;4;Organism;2017
Pseudomonas;17;0;Organism;2017
Raoultella;17;0;Organism;2017
Salmonella;17;0;Organism;2017
Serratia;17;0;Organism;2017
Resolvase found;17;5;Transpos.;2017
Tn4401;;5;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;91;0;β-lactamases;2005
CTX-M;91;0;β-lactamases;2005
DHA;91;0;β-lactamases;2005
FOX;91;0;β-lactamases;2005
GES;91;0;β-lactamases;2005
IMP;91;0;β-lactamases;2005
LAP;91;0;β-lactamases;2005
OXA;91;1;β-lactamases;2005
PSE;91;0;β-lactamases;2005
SHV;91;0;β-lactamases;2005
TEM;91;1;β-lactamases;2005
VEB;91;0;β-lactamases;2005
umuC/D;91;0;features;2005
Plasmid-segregation;91;0;features;2005
Toxin-antitoxin;91;0;features;2005
psiA/B;91;0;features;2005
Mercuric Res.;91;0;features;2005
Copper Res.;91;0;features;2005
Arsenic Res.;91;0;features;2005
IncA/C;91;0;Inc-group;2005
IncA/C2;91;0;Inc-group;2005
IncFIA;91;0;Inc-group;2005
IncFIB;91;0;Inc-group;2005
IncFIC;91;0;Inc-group;2005
IncFII;91;0;Inc-group;2005
IncHI1A;91;0;Inc-group;2005
IncHI1B;91;0;Inc-group;2005
IncHI2;91;0;Inc-group;2005
IncHI2A;91;0;Inc-group;2005
IncI2;91;3;Inc-group;2005
IncL/M;91;0;Inc-group;2005
IncN;91;0;Inc-group;2005
IncN2;91;0;Inc-group;2005
IncN3;91;0;Inc-group;2005
IncP;91;0;Inc-group;2005
IncQ1;91;0;Inc-group;2005
IncQ2;91;0;Inc-group;2005
IncU;91;0;Inc-group;2005
IncX3;91;0;Inc-group;2005
IncY;91;0;Inc-group;2005
Acinetobacter;91;0;Organism;2005
Aeromonas;91;0;Organism;2005
Citrobacter;91;0;Organism;2005
Enterbacter;91;0;Organism;2005
Enterobacter;91;0;Organism;2005
Enterobacteriaceae;91;0;Organism;2005
Escherichia;91;0;Organism;2005
Klebsiella;91;4;Organism;2005
Leclercia;91;0;Organism;2005
Morganella;91;0;Organism;2005
Pantoea;91;0;Organism;2005
Proteus;91;0;Organism;2005
Pseudomonas;91;0;Organism;2005
Raoultella;91;0;Organism;2005
Salmonella;91;0;Organism;2005
Serratia;91;0;Organism;2005
Resolvase found;91;5;Transpos.;2005
Tn4401;;5;Transpos.;2005
Tn4401 fragmented;;0;Transpos.;2005
CMY;40;0;β-lactamases;2015
CTX-M;40;0;β-lactamases;2015
DHA;40;0;β-lactamases;2015
FOX;40;0;β-lactamases;2015
GES;40;0;β-lactamases;2015
IMP;40;0;β-lactamases;2015
LAP;40;0;β-lactamases;2015
OXA;40;0;β-lactamases;2015
PSE;40;0;β-lactamases;2015
SHV;40;0;β-lactamases;2015
TEM;40;0;β-lactamases;2015
VEB;40;0;β-lactamases;2015
umuC/D;40;2;features;2015
Plasmid-segregation;40;2;features;2015
Toxin-antitoxin;40;2;features;2015
psiA/B;40;0;features;2015
Mercuric Res.;40;0;features;2015
Copper Res.;40;0;features;2015
Arsenic Res.;40;0;features;2015
IncA/C;40;0;Inc-group;2015
IncA/C2;40;0;Inc-group;2015
IncFIA;40;3;Inc-group;2015
IncFIB;40;0;Inc-group;2015
IncFIC;40;0;Inc-group;2015
IncFII;40;0;Inc-group;2015
IncHI1A;40;0;Inc-group;2015
IncHI1B;40;0;Inc-group;2015
IncHI2;40;0;Inc-group;2015
IncHI2A;40;0;Inc-group;2015
IncI2;40;0;Inc-group;2015
IncL/M;40;0;Inc-group;2015
IncN;40;0;Inc-group;2015
IncN2;40;0;Inc-group;2015
IncN3;40;0;Inc-group;2015
IncP;40;0;Inc-group;2015
IncQ1;40;0;Inc-group;2015
IncQ2;40;0;Inc-group;2015
IncU;40;0;Inc-group;2015
IncX3;40;0;Inc-group;2015
IncY;40;0;Inc-group;2015
Acinetobacter;40;0;Organism;2015
Aeromonas;40;0;Organism;2015
Citrobacter;40;4;Organism;2015
Enterbacter;40;0;Organism;2015
Enterobacter;40;0;Organism;2015
Enterobacteriaceae;40;0;Organism;2015
Escherichia;40;0;Organism;2015
Klebsiella;40;4;Organism;2015
Leclercia;40;0;Organism;2015
Morganella;40;0;Organism;2015
Pantoea;40;0;Organism;2015
Proteus;40;0;Organism;2015
Pseudomonas;40;0;Organism;2015
Raoultella;40;0;Organism;2015
Salmonella;40;0;Organism;2015
Serratia;40;0;Organism;2015
Resolvase found;40;5;Transpos.;2015
Tn4401;;0;Transpos.;2015
Tn4401 fragmented;;0;Transpos.;2015
CMY;59;0;β-lactamases;2013
CTX-M;59;0;β-lactamases;2013
DHA;59;0;β-lactamases;2013
FOX;59;0;β-lactamases;2013
GES;59;0;β-lactamases;2013
IMP;59;0;β-lactamases;2013
LAP;59;0;β-lactamases;2013
OXA;59;1;β-lactamases;2013
PSE;59;0;β-lactamases;2013
SHV;59;0;β-lactamases;2013
TEM;59;1;β-lactamases;2013
VEB;59;0;β-lactamases;2013
umuC/D;59;2;features;2013
Plasmid-segregation;59;2;features;2013
Toxin-antitoxin;59;2;features;2013
psiA/B;59;2;features;2013
Mercuric Res.;59;2;features;2013
Copper Res.;59;0;features;2013
Arsenic Res.;59;0;features;2013
IncA/C;59;0;Inc-group;2013
IncA/C2;59;0;Inc-group;2013
IncFIA;59;0;Inc-group;2013
IncFIB;59;0;Inc-group;2013
IncFIC;59;0;Inc-group;2013
IncFII;59;0;Inc-group;2013
IncHI1A;59;0;Inc-group;2013
IncHI1B;59;0;Inc-group;2013
IncHI2;59;0;Inc-group;2013
IncHI2A;59;0;Inc-group;2013
IncI2;59;0;Inc-group;2013
IncL/M;59;0;Inc-group;2013
IncN;59;0;Inc-group;2013
IncN2;59;0;Inc-group;2013
IncN3;59;0;Inc-group;2013
IncP;59;0;Inc-group;2013
IncQ1;59;0;Inc-group;2013
IncQ2;59;0;Inc-group;2013
IncU;59;0;Inc-group;2013
IncX3;59;0;Inc-group;2013
IncY;59;0;Inc-group;2013
Acinetobacter;59;0;Organism;2013
Aeromonas;59;0;Organism;2013
Citrobacter;59;0;Organism;2013
Enterbacter;59;0;Organism;2013
Enterobacter;59;0;Organism;2013
Enterobacteriaceae;59;0;Organism;2013
Escherichia;59;0;Organism;2013
Klebsiella;59;4;Organism;2013
Leclercia;59;0;Organism;2013
Morganella;59;0;Organism;2013
Pantoea;59;0;Organism;2013
Proteus;59;0;Organism;2013
Pseudomonas;59;0;Organism;2013
Raoultella;59;0;Organism;2013
Salmonella;59;0;Organism;2013
Serratia;59;0;Organism;2013
Resolvase found;59;5;Transpos.;2013
Tn4401;;5;Transpos.;2013
Tn4401 fragmented;;0;Transpos.;2013
CMY;72;0;β-lactamases;2014
CTX-M;72;0;β-lactamases;2014
DHA;72;0;β-lactamases;2014
FOX;72;0;β-lactamases;2014
